bayesCor,utteranceCor,wheelCor,negFacePosWheelBayes,negFacePosWheelFace,negFacePosWheelWheel,posFaceNegWheelBayes,posFaceNegWheelFace,posFaceNegWheelWheel,rmseBayes,rmseFace,rmseWheel,rmseNegFacePosWheelBayes,rmseNegFacePosWheelFace,rmseNegFacePosWheelWheel,rmsePosFaceNegWheelBayes,rmsePosFaceNegWheelFace,rmsePosFaceNegWheelWheel
0.74632874,0.587226194,0.656964796,0.793441299,-0.172108997,0.779763765,0.46072751,0.363526144,0.42161408,1.448621077,1.79040024,1.639886661,1.292641822,2.770511562,1.619969184,1.936613758,2.574086035,1.880303882
0.725710736,0.543671624,0.671494043,0.81322946,-0.070447077,0.78745378,0.528883944,0.276691153,0.514101089,1.543906922,1.930042629,1.599761973,1.486055656,3.019029167,1.620752917,1.866353725,2.739335211,1.602445038
0.766745974,0.615495357,0.711127937,0.771971323,-0.047646976,0.759079772,0.566537803,0.428940299,0.592710125,1.413759515,1.771801354,1.538231442,1.516124508,2.849829167,1.74645876,1.744250033,2.457446324,1.681712867
0.730584767,0.547376439,0.669590174,0.800407092,-0.123957772,0.785725607,0.465683832,0.271146333,0.515257769,1.541059524,1.95546019,1.65818458,1.520201173,3.105623096,1.688229026,1.835567672,2.802490589,1.60808741
0.720987014,0.59982808,0.633814957,0.718934084,-0.158473945,0.728356754,0.543248253,0.454324237,0.470138595,1.491383952,1.751800534,1.642014165,1.528936633,2.807599096,1.686147817,1.729249684,2.331621594,1.817520759
0.697802923,0.528926787,0.665298975,0.801232754,-0.237794201,0.807006481,0.549264018,0.479327692,0.468860142,1.59952084,1.959332197,1.664764873,1.512408556,3.261135077,1.593041194,1.817590041,2.366559454,1.954020607
0.733185797,0.54564899,0.668802129,0.7942427,-0.203289907,0.790408082,0.435228451,0.391660645,0.35076923,1.465344312,1.881522834,1.588571789,1.339572388,2.929827267,1.574585778,1.809745871,2.385188591,1.824840324
0.714910642,0.594084477,0.64040181,0.768769344,-0.132580878,0.769593678,0.501168924,0.528727826,0.430261054,1.534441966,1.774569322,1.655652785,1.42634528,2.802342746,1.643103447,1.75073841,2.232450936,1.784803732
0.718587379,0.570939077,0.652500047,0.767446709,-0.15324953,0.766576556,0.410285761,0.401632308,0.45566026,1.538264402,1.866545242,1.635255294,1.546502501,3.056466129,1.692354997,1.95831221,2.533333396,1.774444002
0.728626483,0.555723448,0.660765199,0.826055195,-0.220325597,0.839630608,0.593830888,0.480732209,0.46842879,1.511340578,1.892876294,1.629565692,1.283751043,3.064944894,1.385959816,1.768573842,2.365281188,1.770487848
0.730564039,0.543150651,0.686584003,0.829035159,-0.16518705,0.815642476,0.52866974,0.346558162,0.542043565,1.480115872,1.897039251,1.568798532,1.325202498,2.981414501,1.499469126,1.690531279,2.560378591,1.595671278
0.718308892,0.582314678,0.622442153,0.769621114,-0.201237594,0.745093583,0.520578846,0.509232529,0.399362651,1.489031143,1.76731214,1.677601512,1.370982157,2.839706653,1.70128012,1.761096675,2.17155191,1.869947159
0.721800553,0.551138939,0.666693227,0.741419036,-0.249529882,0.793754751,0.484853055,0.296462202,0.490360816,1.58568257,1.982939726,1.667640121,1.686905707,3.329282601,1.651018234,1.859333636,2.774442386,1.707724978
0.727241108,0.542167983,0.677233192,0.816644893,-0.230877906,0.814397207,0.551235025,0.327653244,0.563388785,1.516575451,1.938081708,1.589787092,1.320999535,3.011959366,1.46580572,1.722107755,2.664087377,1.596778884
0.723787424,0.550339217,0.685087287,0.773149948,-0.134865891,0.759545368,0.549461353,0.365288658,0.517041441,1.493807562,1.863230469,1.56195243,1.568396522,3.067809517,1.73461193,1.63678995,2.45711353,1.685398744
0.718164143,0.611016233,0.632863145,0.72063911,0.036749554,0.683091011,0.555519783,0.430042635,0.575985439,1.550176001,1.776688724,1.717659599,1.63584755,2.60663769,1.957572718,1.758478029,2.503443159,1.695794925
0.738225051,0.568985984,0.680987179,0.793237737,-0.202367036,0.806888368,0.573151509,0.447730792,0.419155662,1.484946922,1.863727025,1.575966984,1.446740555,3.003103111,1.479559391,1.707692141,2.397051879,1.872171467
0.744043462,0.564222657,0.702075965,0.836794274,-0.173642446,0.833852164,0.519663857,0.342233412,0.603291527,1.492050885,1.877809162,1.562658984,1.353370834,3.073066782,1.491325557,1.822110911,2.657850255,1.568004194
0.749468128,0.573169814,0.674775543,0.827517286,-0.244973748,0.829686144,0.515728193,0.386946095,0.396809748,1.432422182,1.822635297,1.605638833,1.26230268,2.989582777,1.468773111,1.871021543,2.508851217,2.018646782
0.723024648,0.520907046,0.698933701,0.835565216,-0.264389461,0.840503628,0.491843405,0.306823978,0.622252292,1.53979821,1.964817744,1.564475433,1.406466672,3.209868902,1.472233735,1.933488665,2.766580021,1.631377671
0.701262924,0.569315047,0.653926559,0.786056031,-0.067898262,0.777762387,0.416380834,0.419099481,0.455774811,1.603781031,1.868407977,1.660125903,1.36170544,2.669462303,1.667055423,2.003678284,2.473536863,1.694876332
0.716947641,0.605746522,0.631860174,0.798002249,-0.085001559,0.77651993,0.545325523,0.536249895,0.368627253,1.508616312,1.740447467,1.681095722,1.248060328,2.632606556,1.674601788,1.78455684,2.238272146,1.958339866
0.744677159,0.613590041,0.669723116,0.745226927,-0.100648542,0.74512009,0.573914894,0.531611332,0.403230859,1.483598793,1.789379268,1.630722411,1.569921667,2.821281168,1.741323383,1.774196353,2.263624056,1.982107451
0.724635429,0.572602535,0.65530855,0.732424921,-0.045113581,0.697116857,0.519829084,0.391574765,0.398135907,1.542890287,1.892220023,1.65236328,1.532128616,2.681328791,1.856625031,1.858816065,2.619115927,2.039081455
0.730945095,0.56118806,0.670950556,0.775399355,-0.155883478,0.761239738,0.496209601,0.303360451,0.622575377,1.516559483,1.890471949,1.61168793,1.453988885,2.916851876,1.685195741,1.812003949,2.709950164,1.511003189
0.725900359,0.56963648,0.66672858,0.78479545,-0.13623281,0.771937674,0.541719276,0.43454881,0.406691449,1.500167894,1.810139467,1.61841413,1.343906396,2.637325193,1.654567835,1.730838714,2.427387334,1.909139581
0.715407755,0.583095632,0.647861366,0.769671413,-0.127977068,0.807687125,0.505064391,0.424237169,0.484295095,1.522501705,1.782426436,1.647830166,1.468395391,2.888153156,1.595961514,1.699065534,2.392113144,1.59622223
0.720830404,0.596309294,0.632076042,0.766850423,-0.068577777,0.723278557,0.470981575,0.44671177,0.491780226,1.512245533,1.744633131,1.705330448,1.408768772,2.62265925,1.822499115,1.772949093,2.345419549,1.682714225
0.74345129,0.59248432,0.664307522,0.790809504,-0.106768502,0.774676495,0.530145193,0.419337244,0.441858905,1.477896432,1.810129797,1.642379981,1.406762309,2.836813664,1.686578758,1.856256735,2.50351888,1.862209441
0.746545355,0.607808954,0.660355023,0.785805058,-0.084880264,0.782446159,0.496118584,0.452618431,0.451973084,1.458682785,1.767352309,1.64667919,1.351778838,2.733226383,1.596925328,1.940743301,2.403825483,1.939920292
0.740917142,0.55206071,0.682424286,0.823033797,-0.301764015,0.843147735,0.512289461,0.482170843,0.435622686,1.499366143,1.937836089,1.640513488,1.272933954,3.169278874,1.482472308,1.855158649,2.380918928,1.910049886
0.741657071,0.575625363,0.67415188,0.781097934,-0.086869151,0.751888891,0.47567522,0.377537825,0.432566724,1.464728907,1.8186107,1.604470691,1.312158788,2.670385261,1.749593371,1.904112874,2.532214766,1.820620501
0.733380167,0.588310855,0.671033738,0.805685519,-0.074352216,0.794438789,0.530729031,0.400222392,0.540968751,1.509133051,1.805544333,1.609914422,1.456829336,2.788799556,1.587687787,1.694825015,2.484788719,1.541485471
0.765214634,0.59913144,0.680951251,0.752159042,-0.085166787,0.744968696,0.531566301,0.481617635,0.394171481,1.393136252,1.780060486,1.575480445,1.566890221,2.877761095,1.717004979,1.810353566,2.302558882,1.99262074
0.707123199,0.529059119,0.677719714,0.763726681,-0.206211756,0.772652297,0.407099969,0.276540319,0.519981923,1.589846751,2.008084539,1.613515392,1.458555949,3.121956576,1.64033744,1.890498792,2.758398162,1.686680366
0.72801489,0.559253605,0.655025415,0.781663127,-0.208037422,0.790295756,0.449436642,0.365551707,0.384570799,1.503696421,1.873162429,1.651768446,1.446530851,3.031785782,1.598401635,1.83007254,2.523675049,1.861920529
0.710353513,0.543548857,0.660005082,0.818403354,-0.269613587,0.818840917,0.467948417,0.35645891,0.488016607,1.533186585,1.870703204,1.598945722,1.320431155,3.03168742,1.433908452,1.880025086,2.563372601,1.809455157
0.732755233,0.570704065,0.678663386,0.735819282,-0.125869524,0.759856987,0.614390689,0.39704362,0.583116057,1.501281311,1.870873069,1.625369834,1.57242186,2.921717006,1.786149233,1.601278693,2.512979403,1.602239976
0.754817838,0.563541071,0.701930111,0.79003875,-0.168506059,0.789346603,0.534060901,0.366115884,0.471213119,1.396751731,1.832917892,1.507159732,1.45984536,2.96839435,1.60460728,1.671267503,2.504406379,1.735564991
0.711388067,0.56906342,0.628393225,0.717750697,-0.116669991,0.716851795,0.535205346,0.397989685,0.435658712,1.524013318,1.822544688,1.66158576,1.663107212,2.954599476,1.823124701,1.681394446,2.427622166,1.708090648
0.731879617,0.571363773,0.673193493,0.827608031,-0.167480609,0.799003772,0.579420571,0.440243005,0.474672949,1.48852123,1.861857345,1.605294015,1.247671189,2.877403814,1.547611812,1.766799421,2.513237436,1.90225385
0.738464186,0.572695513,0.685605412,0.842413437,-0.195393746,0.845665136,0.439386469,0.297115708,0.582164416,1.508699809,1.879221586,1.614019202,1.259333504,3.057809785,1.436701323,1.899215999,2.715542018,1.573361118
0.72500199,0.532882887,0.695874943,0.80019417,-0.116597237,0.773861434,0.404430834,0.335738743,0.493207722,1.51823224,1.908243246,1.577046928,1.386076805,2.870687451,1.740020314,1.758754563,2.526195435,1.575325007
0.686717745,0.544954261,0.628989373,0.773010999,-0.219907945,0.772729688,0.331433278,0.425461176,0.331179089,1.583903342,1.856972765,1.673713253,1.392041515,2.961852364,1.571485981,2.043360932,2.326562417,1.914616779
0.74878531,0.567111724,0.689104553,0.822851935,-0.263095893,0.8433608,0.509729922,0.443348394,0.379797912,1.474780458,1.869754188,1.599567743,1.483828255,3.233742175,1.461602146,1.870504034,2.449476584,1.978659523
