"workerid","IRIPT","IRIEC","ERQApp","ERQSupp","LSAS","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","reactionTime","utteranceID","occludeUtterance","occludeWheel","happy","sad","anger","surprise","disgust","fear","content","disapp","EV","PE","absPE"
114,18,18,23,21,7,47,55,70,85,0.28,0.51,0.21,70,0.51,0.347,20867,2,0,1,9,1,1,8,1,1,9,1,68.95,1.05,1.05
127,19,17,23,13,3,47,55,70,85,0.28,0.51,0.21,70,0.51,0.076,21655,10,0,1,6,1,1,5,1,2,7,2,68.95,1.05,1.05
132,11,11,15,16,14,47,55,70,85,0.28,0.51,0.21,70,0.51,0.991,24006,4,0,0,5,1,1,4,1,1,6,3,68.95,1.05,1.05
101,15,13,24,18,12,16,25,60,100,0.45,0.37,0.18,25,0.45,0.57,21372,9,1,0,4,2,1,1,2,1,2,3,51.45,-26.45,26.45
41,14,12,16,18,11,1,0,30,60,0.38,0.36,0.26,0,0.38,0.974,27650,9,1,0,1,3,4,3,1,1,1,6,26.4,-26.4,26.4
21,16,16,19,4,11,47,55,70,85,0.28,0.51,0.21,70,0.51,0.54,14967,1,0,1,7,1,1,8,1,1,9,1,68.95,1.05,1.05
69,14,14,18,19,3,49,50,75,90,0.3,0.52,0.18,50,0.3,0.086,19732,3,0,0,5,2,1,1,1,1,6,3,70.2,-20.2,20.2
82,17,14,20,13,11,14,30,50,95,0.33,0.29,0.38,50,0.29,0.547,18117,9,0,1,5,3,2,1,4,1,2,8,60.5,-10.5,10.5
74,12,9,10,8,12,24,20,60,90,0.33,0.2,0.47,90,0.47,0.903,15065,7,0,1,1,9,7,9,7,1,4,9,60.9,29.1,29.1
54,16,17,21,16,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.378,23936,10,0,0,4,3,3,7,1,1,2,6,70.2,-20.2,20.2
32,20,20,21,20,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.189,17088,4,0,1,4,1,1,7,1,1,5,2,41.5,28.5,28.5
14,11,13,22,21,11,41,0,40,95,0.27,0.4,0.33,40,0.4,0.639,3209,2,0,0,1,6,2,3,4,1,5,4,47.35,-7.35,7.35
80,20,17,19,21,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.851,22758,6,0,0,2,2,1,3,3,4,1,6,51.45,-26.45,26.45
81,14,16,19,27,15,9,15,70,80,0.45,0.29,0.26,80,0.26,0.6,16700,10,0,0,6,1,1,8,1,1,5,3,47.85,32.15,32.15
88,16,15,22,20,2,1,0,30,60,0.38,0.36,0.26,0,0.38,0.567,17376,10,0,0,1,5,4,7,8,2,1,9,26.4,-26.4,26.4
45,16,18,21,10,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.368,20606,8,0,1,2,6,2,3,2,3,2,7,60.9,29.1,29.1
56,18,13,25,16,2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.736,21500,6,1,0,9,1,1,6,1,1,9,1,60.9,29.1,29.1
117,16,18,24,24,12,41,0,40,95,0.27,0.4,0.33,40,0.4,0.5,27839,6,0,1,5,2,1,1,1,1,4,8,47.35,-7.35,7.35
135,9,14,19,25,12,49,50,75,90,0.3,0.52,0.18,50,0.3,0.937,28306,1,0,1,6,1,1,9,1,1,7,1,70.2,-20.2,20.2
96,12,13,22,10,5,49,50,75,90,0.3,0.52,0.18,50,0.3,0.633,17515,7,0,1,1,1,6,4,1,1,1,6,70.2,-20.2,20.2
48,18,20,17,9,7,24,20,60,90,0.33,0.2,0.47,90,0.47,0.69,13776,10,0,1,1,7,7,9,1,5,1,9,60.9,29.1,29.1
52,17,17,24,15,10,16,25,60,100,0.45,0.37,0.18,25,0.45,0.606,17331,2,0,0,7,1,1,2,1,1,7,3,51.45,-26.45,26.45
123,20,20,16,13,18,41,0,40,95,0.27,0.4,0.33,40,0.4,0.862,27869,1,0,1,8,1,1,6,1,1,7,1,47.35,-7.35,7.35
63,15,16,19,16,5,1,0,30,60,0.38,0.36,0.26,0,0.38,0.674,29136,3,0,0,1,8,3,2,9,1,1,9,26.4,-26.4,26.4
136,14,16,21,12,7,12,20,45,70,0.4,0.34,0.26,70,0.26,0.996,19839,3,0,0,7,2,1,6,2,2,6,1,41.5,28.5,28.5
46,4,4,20,8,13,41,0,40,95,0.27,0.4,0.33,40,0.4,0.128,23825,2,1,0,5,3,4,1,1,1,1,6,47.35,-7.35,7.35
118,6,11,23,21,10,12,20,45,70,0.4,0.34,0.26,70,0.26,0.812,22293,10,1,0,9,1,1,9,1,1,9,1,41.5,28.5,28.5
4,19,19,17,13,3,14,30,50,95,0.33,0.29,0.38,50,0.29,0.787,19656,8,0,1,6,1,1,5,2,2,4,2,60.5,-10.5,10.5
89,18,20,21,9,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.995,26201,4,1,0,1,9,7,6,7,1,1,9,26.4,-26.4,26.4
42,16,20,20,10,11,49,50,75,90,0.3,0.52,0.18,50,0.3,0.5,26115,1,0,0,7,1,1,1,1,1,9,2,70.2,-20.2,20.2
139,16,15,11,25,14,16,25,60,100,0.45,0.37,0.18,25,0.45,0.994,34327,3,1,0,3,6,5,5,3,2,5,6,51.45,-26.45,26.45
50,18,20,24,4,8,41,0,40,95,0.27,0.4,0.33,40,0.4,0.898,25222,6,1,0,8,1,1,5,1,1,8,2,47.35,-7.35,7.35
131,13,14,21,18,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.976,34083,9,1,0,6,3,3,5,2,1,7,3,68.95,1.05,1.05
6,16,10,20,16,10,49,50,75,90,0.3,0.52,0.18,50,0.3,0.451,19581,6,1,0,4,5,1,4,2,1,4,2,70.2,-20.2,20.2
18,12,18,23,14,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.393,18280,6,0,0,6,3,1,3,2,1,7,3,70.2,-20.2,20.2
145,13,12,16,21,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.495,23656,7,1,0,5,5,2,5,5,1,2,3,51.45,-26.45,26.45
57,13,13,20,14,0,1,0,30,60,0.38,0.36,0.26,0,0.38,0.067,15951,6,0,0,1,3,3,3,5,1,1,7,26.4,-26.4,26.4
36,16,15,23,15,8,14,30,50,95,0.33,0.29,0.38,50,0.29,0.532,17312,8,1,0,6,3,1,4,2,1,7,6,60.5,-10.5,10.5
116,10,9,21,19,8,14,30,50,95,0.33,0.29,0.38,50,0.29,0.22,11916,8,0,1,4,6,5,4,5,4,4,4,60.5,-10.5,10.5
38,17,16,28,16,3,12,20,45,70,0.4,0.34,0.26,70,0.26,0.808,12651,7,0,1,1,2,5,3,1,1,1,9,41.5,28.5,28.5
13,13,14,20,17,7,1,0,30,60,0.38,0.36,0.26,0,0.38,0.396,21603,3,0,1,8,2,1,8,1,1,4,1,26.4,-26.4,26.4
102,13,15,19,16,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.37,52722,9,1,0,1,2,3,3,3,1,3,5,51.45,-26.45,26.45
20,13,17,27,15,7,24,20,60,90,0.33,0.2,0.47,90,0.47,0.873,15758,3,0,0,9,1,1,4,1,1,9,1,60.9,29.1,29.1
122,18,18,18,22,13,41,0,40,95,0.27,0.4,0.33,40,0.4,0.337,51559,10,1,0,1,7,9,3,9,5,1,7,47.35,-7.35,7.35
39,16,15,21,16,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.37,26525,1,0,1,5,2,2,6,2,2,4,2,70.2,-20.2,20.2
125,13,16,14,23,10,41,0,40,95,0.27,0.4,0.33,40,0.4,0.673,15354,7,0,0,6,3,6,6,3,2,6,3,47.35,-7.35,7.35
84,12,15,16,11,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.634,84682,9,1,0,8,3,8,8,2,2,8,1,41.5,28.5,28.5
17,18,20,28,5,0,16,25,60,100,0.45,0.37,0.18,25,0.45,0.784,17459,3,0,1,9,1,1,5,1,1,9,1,51.45,-26.45,26.45
86,16,15,19,15,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.996,32970,1,0,1,8,1,1,7,1,1,9,1,70.2,-20.2,20.2
130,18,20,24,13,9,1,0,30,60,0.38,0.36,0.26,0,0.38,0.108,19578,8,0,0,1,9,9,5,7,2,3,8,26.4,-26.4,26.4
75,10,15,22,13,8,49,50,75,90,0.3,0.52,0.18,50,0.3,0.983,13988,2,0,0,8,1,1,6,1,1,7,1,70.2,-20.2,20.2
2,16,14,18,13,5,41,0,40,95,0.27,0.4,0.33,40,0.4,0.907,24809,1,1,0,9,1,1,6,1,1,6,1,47.35,-7.35,7.35
111,18,16,19,24,10,1,0,30,60,0.38,0.36,0.26,0,0.38,0.29,15942,2,0,1,7,1,1,1,1,1,7,1,26.4,-26.4,26.4
66,14,14,17,22,10,47,55,70,85,0.28,0.51,0.21,70,0.51,0.91,18939,10,0,1,4,7,5,5,5,2,3,7,68.95,1.05,1.05
91,12,13,24,23,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.732,11856,10,0,0,1,7,5,7,5,1,1,8,70.2,-20.2,20.2
98,16,15,22,12,9,9,15,70,80,0.45,0.29,0.26,80,0.26,0.113,24076,8,0,0,9,1,1,9,1,1,8,1,47.85,32.15,32.15
35,15,17,17,14,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.068,20529,6,0,0,9,1,1,9,1,1,9,1,60.9,29.1,29.1
58,15,16,22,10,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.739,21470,6,0,0,2,6,5,3,5,2,2,8,51.45,-26.45,26.45
15,20,20,18,7,0,41,0,40,95,0.27,0.4,0.33,40,0.4,0.085,34822,10,0,0,4,1,1,7,2,3,4,6,47.35,-7.35,7.35
9,13,17,19,20,12,1,0,30,60,0.38,0.36,0.26,0,0.38,0.643,125177,6,0,1,5,2,2,8,1,1,5,2,26.4,-26.4,26.4
5,18,12,20,25,5,12,20,45,70,0.4,0.34,0.26,70,0.26,0.552,25903,7,1,0,9,1,1,8,1,1,7,1,41.5,28.5,28.5
60,13,15,24,18,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.66,16939,8,0,1,1,4,4,6,4,1,1,8,70.2,-20.2,20.2
61,14,10,24,22,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.658,9577,4,0,1,1,1,1,9,1,1,1,2,60.9,29.1,29.1
64,13,19,25,23,9,9,15,70,80,0.45,0.29,0.26,80,0.26,0.8,18887,6,1,0,8,1,1,9,1,1,9,1,47.85,32.15,32.15
103,15,12,17,19,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.057,65361,10,1,0,1,4,2,1,2,1,1,7,51.45,-26.45,26.45
137,14,17,22,13,8,49,50,75,90,0.3,0.52,0.18,50,0.3,0.065,25074,6,1,0,4,3,4,5,5,1,4,6,70.2,-20.2,20.2
100,14,12,19,24,2,1,0,30,60,0.38,0.36,0.26,0,0.38,0.813,64594,3,0,0,4,3,1,9,5,1,5,4,26.4,-26.4,26.4
3,18,17,24,10,9,1,0,30,60,0.38,0.36,0.26,0,0.38,0.663,21094,9,1,0,1,8,5,4,3,1,1,9,26.4,-26.4,26.4
30,9,9,22,9,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.576,27251,6,0,0,5,6,4,5,6,1,3,7,60.5,-10.5,10.5
12,18,18,17,14,3,47,55,70,85,0.28,0.51,0.21,70,0.51,0.212,18050,3,1,0,7,2,1,6,1,1,3,3,68.95,1.05,1.05
26,17,13,23,21,12,9,15,70,80,0.45,0.29,0.26,80,0.26,0.59,15120,8,0,0,9,1,1,9,1,3,7,2,47.85,32.15,32.15
76,12,17,18,8,11,1,0,30,60,0.38,0.36,0.26,0,0.38,0.87,17266,2,0,0,1,7,4,4,2,1,1,9,26.4,-26.4,26.4
25,14,14,22,20,7,47,55,70,85,0.28,0.51,0.21,70,0.51,0.141,28478,10,0,0,6,3,2,6,2,2,7,3,68.95,1.05,1.05
126,16,17,26,12,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.557,11491,2,1,0,9,1,1,6,1,1,9,1,60.9,29.1,29.1
68,17,12,20,8,1,49,50,75,90,0.3,0.52,0.18,50,0.3,0.333,18015,9,0,1,2,6,3,5,6,2,2,7,70.2,-20.2,20.2
109,13,14,18,14,13,12,20,45,70,0.4,0.34,0.26,70,0.26,0.191,21948,3,1,0,8,2,2,6,2,1,9,1,41.5,28.5,28.5
47,13,12,16,19,8,14,30,50,95,0.33,0.29,0.38,50,0.29,0.439,21363,6,1,0,6,4,2,3,2,1,6,5,60.5,-10.5,10.5
93,15,19,21,12,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.949,18146,3,0,0,9,1,1,8,1,1,6,1,51.45,-26.45,26.45
43,12,12,24,24,15,14,30,50,95,0.33,0.29,0.38,50,0.29,0.502,4179,10,0,1,8,7,7,6,6,7,6,5,60.5,-10.5,10.5
142,14,17,14,14,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.524,19714,6,0,1,3,4,1,2,1,1,3,7,70.2,-20.2,20.2
59,16,8,23,25,3,9,15,70,80,0.45,0.29,0.26,80,0.26,0.885,23470,8,0,1,1,5,3,4,2,1,1,7,47.85,32.15,32.15
121,9,18,21,16,2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.91,10326,2,0,1,9,1,1,6,1,1,9,1,60.9,29.1,29.1
144,15,18,20,23,15,12,20,45,70,0.4,0.34,0.26,70,0.26,0.971,20996,9,0,1,1,1,1,3,6,1,1,6,41.5,28.5,28.5
27,11,9,21,27,13,16,25,60,100,0.45,0.37,0.18,25,0.45,0.239,17038,7,1,0,5,1,1,2,1,1,3,3,51.45,-26.45,26.45
78,11,9,18,19,16,1,0,30,60,0.38,0.36,0.26,0,0.38,0.605,28461,4,1,0,1,9,7,5,6,5,4,9,26.4,-26.4,26.4
149,14,14,19,7,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.443,12403,2,1,0,2,4,3,5,7,1,1,9,51.45,-26.45,26.45
124,14,11,20,23,11,49,50,75,90,0.3,0.52,0.18,50,0.3,0.654,21951,10,0,1,4,2,4,3,3,1,5,5,70.2,-20.2,20.2
105,16,13,21,13,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.403,21797,8,0,0,8,1,1,7,1,1,7,1,60.9,29.1,29.1
112,19,19,24,12,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.642,23985,9,0,0,5,2,2,2,1,1,8,2,51.45,-26.45,26.45
16,13,16,18,24,7,47,55,70,85,0.28,0.51,0.21,70,0.51,0.745,22831,3,0,0,7,2,2,6,1,2,7,1,68.95,1.05,1.05
1,13,12,19,17,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.01,14925,9,0,1,5,1,1,1,2,1,5,4,70.2,-20.2,20.2
92,15,16,21,20,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.913,40353,10,0,1,5,3,2,7,3,2,5,6,70.2,-20.2,20.2
138,14,13,18,19,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.735,18972,2,0,1,9,1,1,9,1,1,9,1,60.9,29.1,29.1
87,20,19,23,23,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.958,21249,2,0,1,7,1,1,4,1,1,1,1,26.4,-26.4,26.4
8,20,20,4,22,0,9,15,70,80,0.45,0.29,0.26,80,0.26,0.49,15542,10,1,0,9,1,1,5,1,1,9,1,47.85,32.15,32.15
110,15,13,20,15,9,47,55,70,85,0.28,0.51,0.21,70,0.51,0.836,19580,3,1,0,7,2,2,6,2,1,5,3,68.95,1.05,1.05
95,13,13,20,18,9,1,0,30,60,0.38,0.36,0.26,0,0.38,0.042,13072,3,0,1,9,1,1,8,1,1,6,1,26.4,-26.4,26.4
67,7,15,19,19,14,49,50,75,90,0.3,0.52,0.18,50,0.3,0.771,38232,10,0,0,1,2,2,2,3,9,1,6,70.2,-20.2,20.2
140,13,13,17,18,8,14,30,50,95,0.33,0.29,0.38,50,0.29,0.575,23701,10,0,0,4,7,5,6,6,1,4,7,60.5,-10.5,10.5
147,11,14,18,10,7,24,20,60,90,0.33,0.2,0.47,90,0.47,0.168,20320,10,1,0,9,1,1,4,1,1,7,1,60.9,29.1,29.1
83,15,15,16,14,3,41,0,40,95,0.27,0.4,0.33,40,0.4,0.752,16168,7,1,0,6,1,1,4,1,1,4,2,47.35,-7.35,7.35
62,14,13,16,17,2,9,15,70,80,0.45,0.29,0.26,80,0.26,0.546,10823,4,0,1,9,1,1,6,1,1,6,3,47.85,32.15,32.15
19,14,17,16,19,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.805,22565,8,0,1,5,7,7,2,6,3,3,7,41.5,28.5,28.5
134,15,20,27,18,1,47,55,70,85,0.28,0.51,0.21,70,0.51,0.162,54682,6,0,1,1,9,9,8,9,9,1,9,68.95,1.05,1.05
133,19,18,26,20,13,24,20,60,90,0.33,0.2,0.47,90,0.47,0.208,18115,3,0,1,9,1,1,9,1,1,7,1,60.9,29.1,29.1
33,9,15,6,11,13,41,0,40,95,0.27,0.4,0.33,40,0.4,0.635,17201,6,1,0,5,3,4,4,1,1,2,3,47.35,-7.35,7.35
70,14,17,21,7,8,41,0,40,95,0.27,0.4,0.33,40,0.4,0.075,22962,4,1,0,7,2,1,4,1,1,1,7,47.35,-7.35,7.35
150,12,15,9,5,10,14,30,50,95,0.33,0.29,0.38,50,0.29,0.454,32147,2,0,1,7,1,1,6,1,1,5,1,60.5,-10.5,10.5
28,9,15,21,24,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.458,22182,10,0,1,1,4,7,8,8,1,2,9,26.4,-26.4,26.4
34,16,17,24,12,7,16,25,60,100,0.45,0.37,0.18,25,0.45,0.581,14219,3,0,1,8,1,1,8,1,1,8,1,51.45,-26.45,26.45
129,14,16,17,15,14,41,0,40,95,0.27,0.4,0.33,40,0.4,0.047,18729,1,1,0,7,2,1,8,1,1,6,4,47.35,-7.35,7.35
115,12,13,15,19,10,49,50,75,90,0.3,0.52,0.18,50,0.3,0.35,13637,9,1,0,8,1,1,6,1,1,8,1,70.2,-20.2,20.2
22,20,20,16,16,17,1,0,30,60,0.38,0.36,0.26,0,0.38,0.029,64936,1,1,0,1,9,6,5,4,1,1,9,26.4,-26.4,26.4
10,17,18,22,16,4,1,0,30,60,0.38,0.36,0.26,0,0.38,0.942,16143,3,1,0,1,8,4,1,8,1,1,7,26.4,-26.4,26.4
40,12,12,28,28,0,49,50,75,90,0.3,0.52,0.18,50,0.3,0.436,19432,3,0,0,9,1,1,9,1,1,9,1,70.2,-20.2,20.2
148,14,10,18,14,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.98,14038,10,1,0,3,6,5,3,7,3,6,5,60.5,-10.5,10.5
51,18,20,23,19,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.111,49094,4,0,0,5,3,1,5,3,1,5,8,70.2,-20.2,20.2
29,13,16,15,20,11,47,55,70,85,0.28,0.51,0.21,70,0.51,0.83,17129,1,1,0,9,1,1,9,1,1,6,1,68.95,1.05,1.05
120,15,14,15,11,7,41,0,40,95,0.27,0.4,0.33,40,0.4,0.79,13853,8,0,1,2,2,5,4,7,7,3,4,47.35,-7.35,7.35
106,15,15,20,11,11,41,0,40,95,0.27,0.4,0.33,40,0.4,0.437,20447,7,1,0,7,1,1,4,1,1,6,2,47.35,-7.35,7.35
7,16,14,17,17,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.657,15418,2,0,0,8,1,1,4,1,1,4,1,60.5,-10.5,10.5
24,19,19,24,12,4,9,15,70,80,0.45,0.29,0.26,80,0.26,0.909,23215,9,1,0,9,1,1,8,1,1,9,1,47.85,32.15,32.15
146,11,12,20,13,0,47,55,70,85,0.28,0.51,0.21,70,0.51,0.108,13989,2,0,0,7,3,3,6,3,3,6,2,68.95,1.05,1.05
71,13,5,28,17,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.364,22993,2,1,0,9,6,3,5,7,2,5,6,51.45,-26.45,26.45
119,17,16,18,4,4,9,15,70,80,0.45,0.29,0.26,80,0.26,0.729,19949,3,0,0,9,1,1,5,1,1,9,1,47.85,32.15,32.15
37,11,14,23,22,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.747,17860,7,1,0,7,7,4,6,5,2,1,5,51.45,-26.45,26.45
44,17,16,25,15,6,14,30,50,95,0.33,0.29,0.38,50,0.29,0.406,14848,6,1,0,6,1,1,5,1,1,4,1,60.5,-10.5,10.5
94,14,17,21,15,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.576,29770,6,1,0,7,3,1,9,1,1,3,7,70.2,-20.2,20.2
141,13,13,17,22,3,24,20,60,90,0.33,0.2,0.47,90,0.47,0.625,15951,6,0,1,5,2,1,6,1,1,4,2,60.9,29.1,29.1
128,16,16,23,10,0,47,55,70,85,0.28,0.51,0.21,70,0.51,0.452,21200,8,0,1,1,3,1,4,1,1,5,9,68.95,1.05,1.05
143,12,11,11,15,0,41,0,40,95,0.27,0.4,0.33,40,0.4,0.775,15646,9,0,1,2,3,6,4,4,3,6,3,47.35,-7.35,7.35
107,16,18,24,20,12,47,55,70,85,0.28,0.51,0.21,70,0.51,0.42,17882,1,0,0,8,2,1,1,1,1,8,2,68.95,1.05,1.05
77,14,13,23,16,4,1,0,30,60,0.38,0.36,0.26,0,0.38,0.713,20625,9,1,0,1,3,3,2,3,1,1,6,26.4,-26.4,26.4
55,16,17,20,18,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.661,16004,3,0,1,9,1,1,9,1,1,9,1,41.5,28.5,28.5
31,14,14,28,14,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.117,13981,2,0,0,8,2,2,7,2,2,8,2,70.2,-20.2,20.2
65,13,11,22,24,12,12,20,45,70,0.4,0.34,0.26,70,0.26,0.095,15339,9,0,0,8,1,1,5,1,1,1,1,41.5,28.5,28.5
85,17,15,22,10,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.962,14369,9,0,0,3,4,3,3,4,1,3,5,70.2,-20.2,20.2
53,12,17,21,11,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.137,45711,5,0,1,3,2,1,5,2,1,8,8,60.9,29.1,29.1
99,16,16,22,12,8,9,15,70,80,0.45,0.29,0.26,80,0.26,0.307,26269,4,0,1,8,1,1,8,1,4,8,2,47.85,32.15,32.15
113,14,16,16,16,9,9,15,70,80,0.45,0.29,0.26,80,0.26,0.626,10195,4,0,1,9,1,1,9,1,1,9,1,47.85,32.15,32.15
79,16,20,24,8,6,14,30,50,95,0.33,0.29,0.38,50,0.29,0.826,34645,10,1,0,6,2,1,5,1,1,6,3,60.5,-10.5,10.5
72,15,19,18,12,17,14,30,50,95,0.33,0.29,0.38,50,0.29,0.416,19509,9,0,0,4,2,1,2,1,1,3,7,60.5,-10.5,10.5
97,20,20,28,7,1,9,15,70,80,0.45,0.29,0.26,80,0.26,0.117,17579,2,1,0,9,1,1,9,1,1,9,1,47.85,32.15,32.15
104,13,12,22,24,12,24,20,60,90,0.33,0.2,0.47,90,0.47,0.624,23648,2,0,0,9,1,1,9,1,1,9,1,60.9,29.1,29.1
108,12,15,18,23,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.158,17378,10,0,1,5,2,2,4,2,7,3,4,60.9,29.1,29.1
49,19,17,24,8,5,9,15,70,80,0.45,0.29,0.26,80,0.26,0.823,11987,4,0,1,8,2,2,9,2,2,8,2,47.85,32.15,32.15
90,11,14,8,8,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.279,17055,10,0,1,1,1,1,7,1,1,1,7,57.9,2.1,2.1
73,12,12,16,16,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.332,19831,5,0,1,5,1,1,9,1,1,4,2,41.5,28.5,28.5
11,11,13,24,22,15,24,20,60,90,0.33,0.2,0.47,90,0.47,0.035,19793,2,0,0,9,4,3,8,6,5,5,8,60.9,29.1,29.1
23,15,16,18,25,10,32,45,60,90,0.52,0.29,0.19,60,0.29,0.324,20767,10,1,0,7,1,1,6,1,1,7,2,57.9,2.1,2.1
114,18,18,23,21,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.31,24135,10,1,0,9,1,1,8,1,1,9,1,47.85,32.15,32.15
127,19,17,23,13,3,49,50,75,90,0.3,0.52,0.18,50,0.3,0.149,28597,7,1,0,5,3,2,4,3,1,4,5,70.2,-20.2,20.2
132,11,11,15,16,14,1,0,30,60,0.38,0.36,0.26,0,0.38,0.863,21358,8,0,0,1,5,5,5,5,1,1,7,26.4,-26.4,26.4
101,15,13,24,18,12,1,0,30,60,0.38,0.36,0.26,0,0.38,0.921,35451,3,0,0,1,2,2,3,2,1,1,4,26.4,-26.4,26.4
41,14,12,16,18,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.515,16358,8,1,0,4,4,3,3,1,1,1,5,51.45,-26.45,26.45
21,16,16,19,4,11,14,30,50,95,0.33,0.29,0.38,50,0.29,0.187,13251,9,0,1,3,1,1,1,6,1,8,4,60.5,-10.5,10.5
69,14,14,18,19,3,47,55,70,85,0.28,0.51,0.21,70,0.51,0.414,15218,2,1,0,7,1,1,2,1,1,7,2,68.95,1.05,1.05
82,17,14,20,13,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.994,14839,1,0,0,9,1,1,9,1,1,9,1,41.5,28.5,28.5
74,12,9,10,8,12,1,0,30,60,0.38,0.36,0.26,0,0.38,0.852,131934,5,1,0,1,9,5,9,9,1,7,9,26.4,-26.4,26.4
54,16,17,21,16,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.741,14657,8,1,0,3,5,5,3,3,1,6,6,51.45,-26.45,26.45
32,20,20,21,20,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.94,16202,2,0,1,9,1,1,8,1,1,8,1,68.95,1.05,1.05
14,11,13,22,21,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.823,3934,8,0,1,4,2,4,6,1,1,5,2,51.45,-26.45,26.45
80,20,17,19,21,8,24,20,60,90,0.33,0.2,0.47,90,0.47,0.965,18558,3,0,1,9,1,1,8,1,1,8,1,60.9,29.1,29.1
81,14,16,19,27,15,12,20,45,70,0.4,0.34,0.26,70,0.26,0.82,12612,2,0,0,9,1,1,9,1,1,9,1,41.5,28.5,28.5
88,16,15,22,20,2,9,15,70,80,0.45,0.29,0.26,80,0.26,0.828,15379,3,0,1,8,1,1,5,1,1,7,2,47.85,32.15,32.15
45,16,18,21,10,5,9,15,70,80,0.45,0.29,0.26,80,0.26,0.21,15227,1,1,0,9,1,1,4,1,1,7,1,47.85,32.15,32.15
56,18,13,25,16,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.522,32979,7,0,1,2,5,7,6,4,4,3,7,70.2,-20.2,20.2
117,16,18,24,24,12,14,30,50,95,0.33,0.29,0.38,50,0.29,0.321,28220,2,1,0,5,4,1,5,1,1,5,7,60.5,-10.5,10.5
135,9,14,19,25,12,14,30,50,95,0.33,0.29,0.38,50,0.29,0.43,22306,9,1,0,8,1,1,4,3,1,7,1,60.5,-10.5,10.5
96,12,13,22,10,5,12,20,45,70,0.4,0.34,0.26,70,0.26,0.279,13220,3,0,0,7,1,1,3,1,1,6,1,41.5,28.5,28.5
48,18,20,17,9,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.58,14924,5,0,1,2,8,6,9,1,1,2,9,57.9,2.1,2.1
52,17,17,24,15,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.217,18734,9,1,0,9,1,1,7,1,1,9,1,47.85,32.15,32.15
123,20,20,16,13,18,1,0,30,60,0.38,0.36,0.26,0,0.38,0.394,34427,10,0,1,3,3,1,6,1,1,3,6,26.4,-26.4,26.4
63,15,16,19,16,5,14,30,50,95,0.33,0.29,0.38,50,0.29,0.084,29128,7,0,1,1,1,3,3,9,1,1,9,60.5,-10.5,10.5
