bayesCor,faceCor,wheelCor,negFacePosWheelBayes,negFacePosWheelFace,negFacePosWheelWheel,posFaceNegWheelBayes,posFaceNegWheelFace,posFaceNegWheelWheel,rmseBayes,rmseFace,rmseWheel,rmseNegFacePosWheelBayes,rmseNegFacePosWheelFace,rmseNegFacePosWheelWheel,rmsePosFaceNegWheelBayes,rmsePosFaceNegWheelFace,rmsePosFaceNegWheelWheel
0.796337433,0.709069585,0.682341589,0.648141703,0.388668953,0.512451583,0.658405968,0.611568208,0.367946453,1.261724445,1.442016135,1.516632731,1.491558144,1.771525767,2.161928056,1.545400073,2.069626029,1.94071621
0.813733376,0.733016992,0.696614623,0.63627553,0.218761912,0.565385976,0.604473893,0.706283408,0.193076672,1.217948916,1.3817488,1.533280119,1.566777916,1.893083721,2.165973952,1.639074687,1.823259556,2.26167566
0.805041239,0.733595133,0.687925263,0.473600697,0.455877481,0.385745677,0.726352515,0.651129981,0.380915222,1.262091973,1.39700335,1.563041705,1.945904207,1.60533225,2.496838961,1.392554861,1.978876364,1.972936683
0.795156073,0.709910753,0.688499104,0.492757005,0.387761244,0.395398631,0.607870092,0.630892267,0.339598662,1.256612206,1.426102729,1.516419531,1.793487429,1.670551395,2.355760709,1.527106925,1.922440034,1.964542281
0.797805281,0.73493449,0.671779762,0.528023694,0.485070054,0.352879891,0.64085365,0.734600652,0.241670606,1.238863646,1.355500022,1.553198052,1.697210162,1.529503303,2.455360736,1.503584131,1.690397422,2.147271724
0.810228131,0.743387648,0.682314555,0.482604001,0.522525341,0.341069762,0.6576531,0.614879216,0.358144976,1.218706893,1.346669569,1.545261722,1.749674334,1.556565687,2.501861887,1.634610285,2.073178974,2.063039013
0.806132476,0.735663781,0.690976337,0.556974118,0.37720778,0.42017835,0.690102066,0.640702173,0.337739923,1.244175782,1.388017288,1.538564856,1.754391271,1.782961699,2.378218282,1.446939261,1.965287061,2.028445226
0.794818411,0.721655912,0.683368556,0.599721445,0.321520128,0.500350456,0.649731259,0.61730599,0.28577238,1.269369678,1.40969441,1.535714339,1.644784587,1.827055308,2.204676048,1.612442335,2.052334596,2.105590025
0.823338779,0.723055114,0.698471398,0.570434169,0.354681985,0.44174558,0.654501006,0.664717044,0.354353749,1.157086888,1.382457025,1.501865177,1.606853801,1.824793746,2.321944567,1.468686884,1.825982811,1.935602619
0.806638631,0.738502558,0.671155757,0.541066542,0.410313383,0.425711833,0.69796116,0.705828916,0.247764526,1.222973526,1.362223791,1.55212704,1.669640024,1.642626812,2.279851779,1.350909327,1.785489297,2.096410228
0.805585047,0.723073552,0.693235431,0.58801205,0.251485309,0.525871744,0.683028568,0.560024866,0.4569518,1.246999891,1.425943482,1.525908193,1.651213827,2.031402857,2.200978824,1.504485096,2.180797328,1.77470763
0.799039691,0.737503098,0.675925952,0.4997893,0.404180008,0.375757736,0.703107838,0.648116363,0.342917395,1.235496999,1.340714971,1.525710839,1.809333425,1.687893889,2.38942055,1.447254051,1.941072838,1.9948668
0.806029996,0.74368292,0.668821035,0.422842971,0.508222407,0.290442763,0.657623225,0.723796258,0.256141432,1.226658971,1.35365726,1.574122648,1.920697064,1.572197752,2.561817603,1.50465917,1.69896071,2.191652607
0.833796875,0.748243273,0.703208444,0.586717483,0.344231681,0.461841199,0.733162537,0.779719567,0.217224874,1.130304358,1.330593095,1.478077331,1.58710439,1.892084507,2.310146899,1.251431464,1.616942525,2.11473602
0.812623069,0.719549923,0.697334224,0.589233819,0.275923527,0.475253204,0.684753684,0.5179999,0.47340735,1.2186972,1.424167058,1.529099005,1.744525971,2.037887361,2.372551234,1.409379981,2.215029402,1.808771519
0.812725721,0.745754789,0.685292448,0.52839142,0.380411747,0.420720897,0.662833616,0.757684617,0.041768796,1.21681713,1.355620856,1.535883855,1.697405392,1.77258603,2.34662766,1.569290903,1.66362871,2.3399509
0.820641768,0.744487764,0.687640221,0.580411392,0.470027858,0.410172398,0.617297047,0.751671045,0.259012556,1.163992793,1.328480037,1.491785005,1.671195508,1.70737607,2.341600604,1.512540956,1.637542405,2.065584192
0.794261589,0.725376189,0.672643542,0.635926542,0.359989326,0.510242834,0.54764916,0.661582339,0.176456071,1.286327966,1.409955802,1.578308756,1.623625481,1.793806861,2.247524334,1.816916672,1.941116239,2.268941368
0.796830937,0.731821142,0.67563641,0.55788243,0.298707224,0.427511324,0.627741026,0.696260296,0.277781312,1.26523426,1.395772461,1.570943285,1.715514994,1.955185594,2.350811218,1.587647852,1.778551867,2.184238214
0.795078597,0.72294698,0.691291009,0.608244965,0.32530291,0.488433897,0.595119453,0.710697773,0.174971249,1.26824164,1.398167696,1.516070182,1.615889926,1.827468602,2.23659362,1.560470446,1.771060354,2.069493436
0.789293587,0.752322639,0.666376318,0.496930599,0.424344774,0.397302382,0.671229133,0.699097779,0.235540479,1.282889867,1.311509658,1.554551837,1.790109309,1.619331521,2.335782046,1.500683336,1.835382685,2.137609199
0.822184068,0.735415128,0.70524677,0.599460707,0.426104678,0.468226379,0.757948056,0.599266462,0.396948362,1.201084895,1.397099233,1.508379953,1.655372665,1.758828158,2.311167772,1.30080429,2.098402575,1.940380007
0.822911963,0.73080257,0.696507798,0.569470757,0.237108275,0.491099786,0.726136611,0.746751178,0.253545714,1.171791179,1.377671206,1.494672536,1.640008539,1.963322281,2.209689743,1.307689256,1.682295163,2.07764617
0.810876623,0.721478867,0.702707951,0.544472033,0.361515453,0.471631961,0.687301144,0.646895466,0.368384033,1.206790873,1.396772446,1.46718194,1.756871246,1.821544618,2.281407355,1.424349787,1.960636347,1.896626644
0.787896287,0.726418812,0.680071559,0.576740532,0.167008437,0.543842132,0.58852274,0.627258045,0.375003172,1.313274224,1.428018751,1.567521461,1.673453572,2.122133035,2.166239189,1.730739409,2.035265355,1.952498913
0.8231452,0.762885816,0.688055117,0.56931866,0.390067822,0.470936862,0.685600916,0.769674752,0.202401263,1.188336287,1.319393929,1.539597956,1.708199703,1.746154443,2.268494893,1.485055429,1.601919225,2.269926144
0.829642664,0.739354047,0.697740482,0.506185659,0.407336674,0.351398943,0.693743903,0.642500477,0.293187754,1.164472178,1.372083974,1.505440118,1.815116256,1.671381137,2.463246014,1.545962631,2.026299133,2.078273364
0.813162022,0.742264357,0.694497313,0.541817968,0.351416259,0.419169093,0.66407927,0.695466225,0.322845497,1.192544111,1.339331135,1.486540297,1.676435335,1.767462134,2.338101607,1.495375952,1.817937893,2.032261858
0.822482396,0.762895297,0.698271025,0.477761758,0.441026922,0.369842386,0.691971974,0.74325372,0.245514975,1.203242044,1.330287758,1.522133424,1.838529775,1.684346438,2.434114591,1.429449329,1.731999859,2.124249038
0.805479256,0.747356367,0.690178005,0.499910337,0.363602696,0.402707114,0.601175613,0.623919923,0.303392472,1.244657701,1.349283978,1.540188753,1.77619788,1.782035667,2.433631531,1.684709084,2.032909755,2.147944831
0.792904502,0.72764365,0.665298982,0.592933364,0.338005261,0.470581829,0.605118521,0.636217922,0.257273162,1.2909031,1.406656427,1.608445435,1.714334309,1.891431602,2.364401862,1.641874279,1.982227416,2.138228356
0.808102741,0.743285698,0.68079677,0.557976397,0.34465691,0.481417526,0.702762607,0.723861579,0.303408064,1.230654534,1.362544053,1.533851129,1.690790781,1.724150567,2.205053518,1.463936871,1.787444254,2.096066754
0.809275089,0.729608039,0.685699924,0.546883878,0.329804595,0.451080929,0.697691367,0.680612119,0.317087587,1.230270038,1.401320916,1.543129957,1.721133159,1.894366568,2.299437776,1.437437403,1.861506036,2.081829127
0.816005459,0.739055472,0.683754354,0.514314266,0.434230776,0.371638587,0.648644826,0.647698318,0.341661937,1.187551669,1.359652725,1.5188091,1.690965074,1.71141235,2.373656595,1.434001714,1.90101998,1.928455597
0.809119058,0.732430688,0.710687807,0.581369768,0.369831892,0.524081234,0.668785148,0.747066876,0.299073935,1.234913966,1.391060549,1.499363508,1.699075943,1.791263073,2.209854521,1.38356467,1.662229126,1.964395997
0.832836978,0.741236928,0.707361931,0.643596484,0.349808069,0.518845952,0.689175582,0.669650928,0.356489953,1.162603959,1.384649194,1.505902242,1.580054313,1.885188859,2.23200298,1.566949098,1.921817652,2.070780731
0.808956006,0.739894695,0.681466726,0.549710136,0.463609304,0.437354147,0.741224476,0.742236245,0.245407066,1.232475892,1.359010387,1.55409074,1.822613835,1.602914481,2.363368686,1.339103366,1.703728613,2.134673903
0.82156588,0.732587646,0.705476921,0.563578861,0.306192301,0.485128458,0.655980848,0.645608359,0.288701355,1.202041659,1.404773828,1.498842722,1.748501184,1.901394169,2.309814845,1.498419932,1.9735671,2.006149081
0.822261425,0.742912409,0.696177491,0.587451208,0.342223217,0.484984567,0.724313108,0.680928306,0.347226363,1.177610425,1.356669877,1.505013782,1.631220515,1.822999211,2.251781562,1.323976221,1.847962338,1.948908429
0.812652618,0.721058027,0.704852124,0.589531575,0.248357693,0.511059803,0.674583986,0.618970754,0.328408963,1.218489632,1.425240702,1.490265437,1.650587976,1.916534799,2.177169133,1.544917864,2.02224136,2.051806349
0.813907961,0.721507163,0.696471482,0.599309135,0.297290869,0.487755765,0.649931115,0.569973399,0.383514191,1.21160341,1.424707883,1.516650272,1.629215783,1.972783356,2.292330764,1.452894687,2.095188141,1.871948347
0.792629931,0.747514452,0.67327472,0.472688792,0.335330155,0.398723965,0.603460646,0.715231793,0.270012196,1.266762116,1.330111066,1.558280487,1.782284518,1.741951387,2.400574145,1.558968718,1.779527326,2.080267141
0.813675901,0.731047935,0.696369756,0.542373235,0.373853959,0.459564934,0.713054892,0.674776109,0.344600426,1.218374192,1.401742442,1.524384169,1.682317991,1.707971624,2.30914489,1.413908723,1.879978442,1.933131526
0.79523609,0.749769442,0.656530143,0.594755049,0.383020833,0.463017198,0.674823976,0.680266734,0.31746258,1.275469275,1.339919302,1.591277774,1.673616357,1.773409583,2.272318542,1.507134192,1.903263646,2.037795878
0.817758779,0.722516477,0.690579419,0.572238369,0.446591041,0.407975992,0.676417134,0.586759057,0.289937825,1.174353271,1.381800866,1.491918848,1.762227836,1.721967497,2.354252367,1.495090338,2.070531505,2.058562806
0.799546388,0.716526506,0.687449206,0.556612687,0.251266518,0.481129593,0.621035677,0.630021127,0.339873001,1.25526061,1.410199953,1.525377548,1.852003806,2.052009619,2.312508951,1.601308644,1.980544061,1.927688333
0.836331916,0.744362375,0.69968654,0.589834253,0.404429403,0.473510746,0.771280101,0.753769933,0.3008531,1.138029229,1.367601058,1.49663834,1.611663001,1.795812483,2.281640414,1.233057423,1.706935121,1.970752015
0.814986183,0.746454199,0.689071445,0.548960724,0.424614605,0.412149548,0.667018189,0.687723428,0.261494029,1.216979659,1.357372175,1.547110905,1.749583932,1.694639562,2.36885249,1.487163973,1.823583083,2.174372827
0.805723473,0.76424423,0.66779886,0.532796605,0.429246608,0.371987851,0.715603225,0.740695688,0.277423293,1.212051387,1.280274411,1.541749564,1.618387822,1.657445268,2.347280906,1.304085757,1.676233597,1.995510014
0.800236062,0.747272269,0.66403471,0.489410808,0.27608186,0.433218255,0.659635986,0.670947098,0.28397277,1.242264056,1.343222893,1.568051731,1.768278738,1.868656808,2.25022782,1.484501196,1.877701056,2.032198312
0.795812286,0.734752466,0.672879101,0.506693225,0.403562552,0.368983771,0.65177612,0.592299567,0.381079208,1.257485695,1.359319423,1.549383905,1.805739952,1.636527014,2.407426823,1.417166904,2.011603899,1.851833415
0.809368947,0.734204606,0.692948,0.564287698,0.320684875,0.487042561,0.516408009,0.647639806,0.211090296,1.240977323,1.399272392,1.533925859,1.737991606,1.953304899,2.285406661,1.788642223,1.968292793,2.200542852
0.806413814,0.710037952,0.690901412,0.579014718,0.366014784,0.467596264,0.650130587,0.581948749,0.320626543,1.241107992,1.440781852,1.523224979,1.662621825,1.726240127,2.256270633,1.602111765,2.14602096,2.069510894
0.814591138,0.731312601,0.687488194,0.677695582,0.259695586,0.545882535,0.643020139,0.719789939,0.206549642,1.207724962,1.385148827,1.522861558,1.472704475,1.962136135,2.122527872,1.599334054,1.751941125,2.210934682
0.816873694,0.718600241,0.713269775,0.596496356,0.404624139,0.482500487,0.593687751,0.513635764,0.446571287,1.200364722,1.418079497,1.471011865,1.630356377,1.682117363,2.22775705,1.67275783,2.292909065,1.859354224
0.810960339,0.722341852,0.700977071,0.574749219,0.307989036,0.449324769,0.674380808,0.62528422,0.366385406,1.208583554,1.391411186,1.486278188,1.693907072,1.888905603,2.315393249,1.46558509,1.971726537,1.939006606
0.802290547,0.744850663,0.678966877,0.521786971,0.317505678,0.414999853,0.643112798,0.705218309,0.22608622,1.235420675,1.335035587,1.540518912,1.77035518,1.813874041,2.360259684,1.510026003,1.792738592,2.156474731
0.804688239,0.720235975,0.680598595,0.624530254,0.274142795,0.506320373,0.629341222,0.64698993,0.315151559,1.252262115,1.426549714,1.563919118,1.594574429,1.942629747,2.236961408,1.591454145,1.972025739,2.119167726
0.789149243,0.722786097,0.680515583,0.530209776,0.333371426,0.437411719,0.67219244,0.714818592,0.290335263,1.28983792,1.407245962,1.545796456,1.80094514,1.954034202,2.398403622,1.51321114,1.767023409,2.110133301
0.817656002,0.740471546,0.691021359,0.576631192,0.37985959,0.449548189,0.71673985,0.69523509,0.263775729,1.209090862,1.379552691,1.527224017,1.6222568,1.719262933,2.288724652,1.511298743,1.90309843,2.285025744
0.809462516,0.711061771,0.708301214,0.613792513,0.273931275,0.516796823,0.658833417,0.657100453,0.324369045,1.256857858,1.477700961,1.522416969,1.693379029,2.002741319,2.251956435,1.46536814,1.900998827,2.012093018
0.81507686,0.743559856,0.688235554,0.592775757,0.335771238,0.471180129,0.636847117,0.675703987,0.327430001,1.198396195,1.342738887,1.519682862,1.586954181,1.781671943,2.26447146,1.520871376,1.86618922,1.993488657
0.831116513,0.737105932,0.700781662,0.633512231,0.219173208,0.53088927,0.736318395,0.70427828,0.267005458,1.173809187,1.408111416,1.52662062,1.542884836,2.087234561,2.237535951,1.444267287,1.869499699,2.133174024
0.818935265,0.723635936,0.710944992,0.64248563,0.244561783,0.560547438,0.658307871,0.609002457,0.362046835,1.187839875,1.407658857,1.475830244,1.500760997,1.991008597,2.115118339,1.534539457,2.045036373,1.928580608
0.823356995,0.754163307,0.69199742,0.628701656,0.221091759,0.548519613,0.7359388,0.714776625,0.299321667,1.19123245,1.354417081,1.52915244,1.527559071,1.98888213,2.113412906,1.373834708,1.792929136,2.110614318
0.818033206,0.725971473,0.69532134,0.599234827,0.206988332,0.53858879,0.701987248,0.608686362,0.398573138,1.186411835,1.38516945,1.490753034,1.643785509,2.021880521,2.194090753,1.386305097,2.029855865,1.843954398
0.813762562,0.725750491,0.704983725,0.572875253,0.362082386,0.468761141,0.625447235,0.673758864,0.267979158,1.199714674,1.393813596,1.465981404,1.642095303,1.776918222,2.246587062,1.58013449,1.870664994,2.090571344
0.80823425,0.754591629,0.664882066,0.536916249,0.409690596,0.383129465,0.644632457,0.721183777,0.183054507,1.239705004,1.338140498,1.593374998,1.745318787,1.705280163,2.407151129,1.643459557,1.80890281,2.364433184
0.821888416,0.736599501,0.694313356,0.470897126,0.354311309,0.35513345,0.576181257,0.700608296,0.194161257,1.192392836,1.383313547,1.518561368,1.9008214,1.862095116,2.511414316,1.74130673,1.858550616,2.217740189
0.816165186,0.72610427,0.69790544,0.556145527,0.353976577,0.456682722,0.671710187,0.62414446,0.437553878,1.209366277,1.411842812,1.510625006,1.688245212,1.752906898,2.309903343,1.545359833,2.041462211,1.879740828
0.804173971,0.728494413,0.69018706,0.609482767,0.291415736,0.523123129,0.634220479,0.609346006,0.329398272,1.22873974,1.368378471,1.50094255,1.646029768,1.83950673,2.212581219,1.595837637,2.085886585,1.96410603
0.817216243,0.738084186,0.680246915,0.547427695,0.389167502,0.411247098,0.718299624,0.690702413,0.357250284,1.183436038,1.36314776,1.523139785,1.674106962,1.751822895,2.319178614,1.354974565,1.82448839,1.879617472
0.790136233,0.740892058,0.671482171,0.514100485,0.370526394,0.411929826,0.710116173,0.671561361,0.330202376,1.300284407,1.366688141,1.600957441,1.887071345,1.807938017,2.441805254,1.367905696,1.890101345,1.991768215
0.799660198,0.722590245,0.684396774,0.635133951,0.273629309,0.531688709,0.677806877,0.64693447,0.322696929,1.258452268,1.424129065,1.53825713,1.549951817,1.972395572,2.146384078,1.444427585,1.967889943,2.042901484
0.815285358,0.736969764,0.719240605,0.645996347,0.345081818,0.561289815,0.647464213,0.669037834,0.363519236,1.203522953,1.360384062,1.44884266,1.5740984,1.794351024,2.134892327,1.487977586,1.875316031,1.908801738
0.810907752,0.712200317,0.682836128,0.604165642,0.227529877,0.511075623,0.726029699,0.674122166,0.289850129,1.199893071,1.41634937,1.520995642,1.516594791,1.947547699,2.137818406,1.335837016,1.817924772,2.082726774
0.816043429,0.7250304,0.698228015,0.554505531,0.244607847,0.509936917,0.66104604,0.681826133,0.218152761,1.226136636,1.428672641,1.535715114,1.770546427,2.023712157,2.260018672,1.570095768,1.864549811,2.287561392
0.794324305,0.703906651,0.669039484,0.625304096,0.326981018,0.505345679,0.679332302,0.621163593,0.386943311,1.267956049,1.450576685,1.556461671,1.634067334,1.925408911,2.262923497,1.495030204,2.036653926,1.859755243
0.834096726,0.736914768,0.705943666,0.487803228,0.504188179,0.322201462,0.723355847,0.613423379,0.380619985,1.14385104,1.384929074,1.485668587,1.761192484,1.609732321,2.477558952,1.44623979,2.083788507,1.99513834
0.820507023,0.705323259,0.722513686,0.624169633,0.293026037,0.533581371,0.695512166,0.517613515,0.430228903,1.184930622,1.440077813,1.450784368,1.623838623,1.939553172,2.199202961,1.398246665,2.191454511,1.874962415
0.798285539,0.742722984,0.660223953,0.455144272,0.456574317,0.311693051,0.717225627,0.651678259,0.262255165,1.250055294,1.350773718,1.57259552,1.892196334,1.647598218,2.507056793,1.503161025,1.982074572,2.193355129
0.810945322,0.727409858,0.688032734,0.538446451,0.424504604,0.423685692,0.688427847,0.614082017,0.301368967,1.229806537,1.410937795,1.525739938,1.772795696,1.713679864,2.358081499,1.489038257,2.049069204,2.018060091
0.80685451,0.742646068,0.684111405,0.58832184,0.315995513,0.488825129,0.67871681,0.739031025,0.15247063,1.22641143,1.355637249,1.526422196,1.610308317,1.783835783,2.208714533,1.413814705,1.739918187,2.236895544
0.812212745,0.729590705,0.67849557,0.523011273,0.416324908,0.384597173,0.68469435,0.703512791,0.217774077,1.229475767,1.419305592,1.56540999,1.797283229,1.783626639,2.437207122,1.492213671,1.827771988,2.303771965
0.831679961,0.737822303,0.709116012,0.620151249,0.380638418,0.459665749,0.689775329,0.650202476,0.344820753,1.152612906,1.376971357,1.477421411,1.590374124,1.834883483,2.275691854,1.405864399,1.896616118,1.934979138
0.79366985,0.699341766,0.700511249,0.541736056,0.357763733,0.445331191,0.61417938,0.58968068,0.27087021,1.291052096,1.483097088,1.508409997,1.770838661,1.760391691,2.316864965,1.810320008,2.204960065,2.308119487
0.81359537,0.721901615,0.693224514,0.581118108,0.349119306,0.469859001,0.761939307,0.622650897,0.457523762,1.212510354,1.414841336,1.524234153,1.684325878,1.840868462,2.307499937,1.214516023,1.960982778,1.744881337
0.817973049,0.730305271,0.702452227,0.534256149,0.319265947,0.449643982,0.717159479,0.699252406,0.300567632,1.201117146,1.394751041,1.508572319,1.797776124,1.879322389,2.319679271,1.390934255,1.768334465,2.11273498
0.813016513,0.742227986,0.685614773,0.645174903,0.335750745,0.518982736,0.684704279,0.705967251,0.306848005,1.200600886,1.344283667,1.522986934,1.519771111,1.757059824,2.168144738,1.37694478,1.790150843,1.957246674
0.801022396,0.728517184,0.686953977,0.58027685,0.363391447,0.454231481,0.658477145,0.616061645,0.368614528,1.259751521,1.406902768,1.533256408,1.67373829,1.7253135,2.291591271,1.55291041,2.053836958,2.021480996
0.797657511,0.717904932,0.677837842,0.512491603,0.347892106,0.412012444,0.639387909,0.637929017,0.306312938,1.252401784,1.412866277,1.526797837,1.741203442,1.817652894,2.346923184,1.558019497,1.950006515,2.058892226
0.808125676,0.721017622,0.707919244,0.470010937,0.361312467,0.373750428,0.653444684,0.654656426,0.329148974,1.21489908,1.412915683,1.463074262,1.833844441,1.790995544,2.392614057,1.478184411,1.922976278,1.929703263
0.805206606,0.744700879,0.679113187,0.527754502,0.309618497,0.408727478,0.587058812,0.70176221,0.231937211,1.234315202,1.350755732,1.557607721,1.67317804,1.842614701,2.356304627,1.672052676,1.80074867,2.204047534
0.810596188,0.723984399,0.698917823,0.56457962,0.354369853,0.455818123,0.64588707,0.635648355,0.340274113,1.209344977,1.39841578,1.500093382,1.630822035,1.804310702,2.300562221,1.517685273,1.971168391,1.960727213
0.808010664,0.712231874,0.705571432,0.586097933,0.175271634,0.540624045,0.570565451,0.633768178,0.268872055,1.257089365,1.466079483,1.516617589,1.710634049,2.154354714,2.189223044,1.815859681,2.031081258,2.231441601
0.831101366,0.73029538,0.719553286,0.674559396,0.232959048,0.595907544,0.65079625,0.65982258,0.373390037,1.153178335,1.383921663,1.454735921,1.450980218,1.996263953,2.096236078,1.532844331,1.942023504,1.905331249
0.824243887,0.726702048,0.702956997,0.654422704,0.243770403,0.573491871,0.650463881,0.679617926,0.300433693,1.183744104,1.413221842,1.499932716,1.525392415,1.997133185,2.086381558,1.517853597,1.837845553,2.112645453
0.824192576,0.733764446,0.716903184,0.556564194,0.336714583,0.462232823,0.702467859,0.730995783,0.352772392,1.173532058,1.379320729,1.462714211,1.714444479,1.76766026,2.281233392,1.329550983,1.700257744,1.902457634
0.790328422,0.707874296,0.675086897,0.481848022,0.384204153,0.387705151,0.672081161,0.672352307,0.28198021,1.261815225,1.426809867,1.536585209,1.740418562,1.709304713,2.353908196,1.47279438,1.892423119,2.047918376
