"workerid","IRIPT","IRIEC","ERQApp","ERQSupp","LSAS","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","reactionTime","faceID","faceValence","faceArousal","occludeFace","occludeWheel","happy","sad","anger","surprise","disgust","fear","content","disapp","EV","PE","absPE"
378,9,10,10,7,4,9,15,70,80,0.45,0.29,0.26,80,0.26,0.614,27101,7,3,0,0,0,7,1,1,1,1,1,7,1,47.85,32.15,32.15
317,9,8,12,14,1,47,55,70,85,0.28,0.51,0.21,70,0.51,0.873,22390,32,0,4,0,1,5,3,3,7,5,1,5,4,68.95,1.05,1.05
247,17,10,23,19,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.847,17323,29,-3,4,1,0,7,1,1,4,1,1,7,1,60.9,29.1,29.1
74,15,9,16,21,8,41,0,40,95,0.27,0.4,0.33,40,0.4,0.725,12694,32,0,4,0,1,5,1,1,8,1,1,6,2,47.35,-7.35,7.35
197,14,15,18,16,14,32,45,60,90,0.52,0.29,0.19,60,0.29,0.304,11334,29,-3,4,0,1,2,5,8,8,9,1,2,7,57.9,2.1,2.1
55,16,14,24,19,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.695,20774,1,-3,0,0,0,4,1,4,3,2,1,1,2,70.2,-20.2,20.2
163,14,6,12,19,16,16,25,60,100,0.45,0.37,0.18,25,0.45,0.087,33863,32,0,4,0,1,5,2,2,9,2,1,3,4,51.45,-26.45,26.45
290,13,16,20,17,12,32,45,60,90,0.52,0.29,0.19,60,0.29,0.661,33849,7,3,0,1,0,4,2,1,4,1,1,4,3,57.9,2.1,2.1
235,10,15,24,13,9,41,0,40,95,0.27,0.4,0.33,40,0.4,0.329,17336,7,3,0,0,1,5,1,1,1,1,1,5,1,47.35,-7.35,7.35
426,16,17,21,24,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.102,14735,32,0,4,1,0,7,1,1,7,1,1,7,1,70.2,-20.2,20.2
68,16,15,25,19,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.501,16603,35,3,4,1,0,3,3,2,3,1,1,2,7,51.45,-26.45,26.45
300,11,15,16,15,2,14,30,50,95,0.33,0.29,0.38,50,0.29,0.19,11716,32,0,4,1,0,6,2,2,6,2,2,6,3,60.5,-10.5,10.5
295,11,14,21,4,10,49,50,75,90,0.3,0.52,0.18,50,0.3,0.004,34469,32,0,4,0,0,4,1,1,9,1,1,1,4,70.2,-20.2,20.2
225,7,16,17,5,13,9,15,70,80,0.45,0.29,0.26,80,0.26,0.373,26044,35,3,4,0,1,9,1,1,8,1,1,9,1,47.85,32.15,32.15
127,16,13,24,18,17,24,20,60,90,0.33,0.2,0.47,90,0.47,0.564,9247,32,0,4,0,0,9,1,1,9,1,1,9,1,60.9,29.1,29.1
53,13,12,19,18,9,9,15,70,80,0.45,0.29,0.26,80,0.26,0.901,11113,32,0,4,0,1,6,1,1,7,1,1,3,4,47.85,32.15,32.15
398,10,10,22,14,4,16,25,60,100,0.45,0.37,0.18,25,0.45,0.583,22640,1,-3,0,0,0,1,2,3,2,6,1,1,8,51.45,-26.45,26.45
169,15,14,20,9,8,49,50,75,90,0.3,0.52,0.18,50,0.3,0.782,15140,1,-3,0,0,0,1,3,3,1,3,2,1,3,70.2,-20.2,20.2
438,15,16,10,20,13,1,0,30,60,0.38,0.36,0.26,0,0.38,0.452,11217,35,3,4,1,0,1,8,8,5,7,2,1,9,26.4,-26.4,26.4
172,14,13,10,16,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.512,7977,4,0,0,0,1,1,1,1,1,1,1,1,1,57.9,2.1,2.1
298,15,14,20,15,14,9,15,70,80,0.45,0.29,0.26,80,0.26,0.289,13473,35,3,4,0,0,9,1,1,3,1,1,1,1,47.85,32.15,32.15
155,9,20,9,19,12,24,20,60,90,0.33,0.2,0.47,90,0.47,0.506,16101,4,0,0,1,0,9,1,1,8,1,1,9,1,60.9,29.1,29.1
115,13,15,18,11,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.863,22393,4,0,0,0,0,2,1,2,3,3,3,1,3,60.9,29.1,29.1
133,16,14,17,14,3,49,50,75,90,0.3,0.52,0.18,50,0.3,0.918,16424,32,0,4,0,0,3,1,1,8,3,1,3,3,70.2,-20.2,20.2
193,8,11,22,21,12,14,30,50,95,0.33,0.29,0.38,50,0.29,0.797,39945,29,-3,4,1,0,5,3,3,3,1,1,6,6,60.5,-10.5,10.5
322,15,15,26,12,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.828,33947,29,-3,4,1,0,4,5,2,4,1,1,3,7,51.45,-26.45,26.45
90,17,15,21,20,7,24,20,60,90,0.33,0.2,0.47,90,0.47,0.765,16384,1,-3,0,0,1,1,3,6,2,6,1,1,8,60.9,29.1,29.1
6,13,10,24,9,9,1,0,30,60,0.38,0.36,0.26,0,0.38,0.896,16224,29,-3,4,0,1,1,4,4,4,4,1,1,7,26.4,-26.4,26.4
419,19,11,24,19,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.628,18003,29,-3,4,0,0,1,2,9,9,9,1,1,9,57.9,2.1,2.1
24,16,12,18,16,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.872,12482,4,0,0,0,1,3,5,3,4,2,3,3,6,51.45,-26.45,26.45
450,17,19,25,19,7,47,55,70,85,0.28,0.51,0.21,70,0.51,0.676,15957,29,-3,4,1,0,5,1,1,1,1,1,5,3,68.95,1.05,1.05
436,13,13,19,19,10,32,45,60,90,0.52,0.29,0.19,60,0.29,0.641,15893,32,0,4,1,0,7,2,2,5,1,1,7,3,57.9,2.1,2.1
406,11,14,26,10,11,47,55,70,85,0.28,0.51,0.21,70,0.51,0.009,23688,1,-3,0,1,0,9,1,1,9,1,1,9,1,68.95,1.05,1.05
60,15,13,26,22,5,32,45,60,90,0.52,0.29,0.19,60,0.29,0.214,24875,1,-3,0,0,0,5,1,1,5,1,1,5,4,57.9,2.1,2.1
157,15,16,20,14,5,1,0,30,60,0.38,0.36,0.26,0,0.38,0.356,31286,7,3,0,0,0,5,1,1,1,1,1,7,1,26.4,-26.4,26.4
39,20,20,28,10,2,1,0,30,60,0.38,0.36,0.26,0,0.38,0.07,9758,7,3,0,0,1,8,1,1,4,1,1,8,1,26.4,-26.4,26.4
156,13,14,10,16,16,14,30,50,95,0.33,0.29,0.38,50,0.29,0.154,11017,1,-3,0,0,0,3,3,1,1,1,1,4,4,60.5,-10.5,10.5
427,12,10,17,7,11,24,20,60,90,0.33,0.2,0.47,90,0.47,0.522,11626,7,3,0,0,0,9,1,1,3,1,1,9,1,60.9,29.1,29.1
18,17,11,23,4,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.169,9623,35,3,4,0,0,9,1,1,9,1,1,1,1,60.9,29.1,29.1
457,15,15,12,14,15,32,45,60,90,0.52,0.29,0.19,60,0.29,0.624,24391,32,0,4,0,1,9,1,1,9,1,1,8,2,57.9,2.1,2.1
228,19,18,24,11,0,49,50,75,90,0.3,0.52,0.18,50,0.3,0.372,12945,35,3,4,0,1,9,1,1,9,1,1,9,1,70.2,-20.2,20.2
361,20,20,28,4,4,14,30,50,95,0.33,0.29,0.38,50,0.29,0.562,20249,4,0,0,1,0,5,1,1,2,1,1,5,1,60.5,-10.5,10.5
249,10,12,18,16,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.011,15552,32,0,4,0,1,6,1,1,7,1,1,1,2,51.45,-26.45,26.45
377,13,13,24,21,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.13,14418,4,0,0,1,0,7,1,1,7,1,1,9,3,70.2,-20.2,20.2
174,9,12,17,16,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.56,13698,32,0,4,0,1,7,2,3,1,2,5,7,5,26.4,-26.4,26.4
415,12,12,18,12,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.318,8932,35,3,4,0,0,9,1,1,9,1,1,2,1,60.9,29.1,29.1
452,9,11,15,14,10,41,0,40,95,0.27,0.4,0.33,40,0.4,0.216,15840,4,0,0,1,0,4,5,5,5,5,3,4,5,47.35,-7.35,7.35
441,14,17,17,21,7,47,55,70,85,0.28,0.51,0.21,70,0.51,0.945,16727,35,3,4,0,1,9,1,1,8,1,1,6,1,68.95,1.05,1.05
137,12,12,17,21,10,32,45,60,90,0.52,0.29,0.19,60,0.29,0.483,268175,1,-3,0,1,0,4,7,6,8,4,6,5,6,57.9,2.1,2.1
362,10,14,12,20,7,24,20,60,90,0.33,0.2,0.47,90,0.47,0.081,18069,7,3,0,0,0,7,1,1,3,1,1,8,1,60.9,29.1,29.1
12,16,16,16,16,10,16,25,60,100,0.45,0.37,0.18,25,0.45,0.585,21760,29,-3,4,1,0,2,5,4,2,2,1,2,7,51.45,-26.45,26.45
59,13,15,19,15,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.633,28615,7,3,0,1,0,7,2,1,2,1,1,7,2,68.95,1.05,1.05
231,14,14,23,18,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.26,21866,29,-3,4,0,1,1,7,9,3,8,6,1,9,68.95,1.05,1.05
103,17,10,19,22,15,32,45,60,90,0.52,0.29,0.19,60,0.29,0.209,22629,1,-3,0,1,0,7,1,1,1,1,1,7,1,57.9,2.1,2.1
140,14,11,23,24,11,32,45,60,90,0.52,0.29,0.19,60,0.29,0.102,23831,7,3,0,0,1,8,1,1,6,1,1,1,1,57.9,2.1,2.1
190,14,10,16,24,6,14,30,50,95,0.33,0.29,0.38,50,0.29,0.828,19714,32,0,4,0,0,6,1,1,7,1,1,7,2,60.5,-10.5,10.5
284,13,16,23,16,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.133,32651,1,-3,0,0,0,1,8,8,4,7,1,3,7,70.2,-20.2,20.2
431,13,15,22,18,3,14,30,50,95,0.33,0.29,0.38,50,0.29,0.19,19112,7,3,0,0,1,7,1,1,5,1,1,5,1,60.5,-10.5,10.5
99,16,16,18,16,9,41,0,40,95,0.27,0.4,0.33,40,0.4,0.217,9692,1,-3,0,0,1,1,1,1,1,1,1,1,1,47.35,-7.35,7.35
288,20,20,13,13,5,49,50,75,90,0.3,0.52,0.18,50,0.3,0.586,14124,7,3,0,0,0,7,1,1,1,1,1,7,1,70.2,-20.2,20.2
147,8,10,23,18,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.326,18428,7,3,0,0,0,6,1,1,2,1,1,7,1,57.9,2.1,2.1
286,15,12,20,17,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.522,64286,35,3,4,1,0,8,1,1,8,1,1,1,1,47.85,32.15,32.15
122,9,16,16,18,10,41,0,40,95,0.27,0.4,0.33,40,0.4,0.129,34922,32,0,4,0,0,4,3,3,9,2,2,7,3,47.35,-7.35,7.35
207,13,18,20,8,5,41,0,40,95,0.27,0.4,0.33,40,0.4,0.425,17981,32,0,4,0,0,2,1,1,8,1,1,1,2,47.35,-7.35,7.35
202,18,15,24,19,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.458,10352,1,-3,0,0,1,1,2,1,1,4,1,1,9,70.2,-20.2,20.2
279,18,12,16,22,12,14,30,50,95,0.33,0.29,0.38,50,0.29,0.869,32709,7,3,0,0,0,6,3,1,5,2,2,6,7,60.5,-10.5,10.5
414,13,14,17,17,6,14,30,50,95,0.33,0.29,0.38,50,0.29,0.773,15698,32,0,4,1,0,5,2,1,3,1,1,2,2,60.5,-10.5,10.5
19,16,16,24,15,2,9,15,70,80,0.45,0.29,0.26,80,0.26,0.831,15215,1,-3,0,1,0,9,1,1,7,1,1,7,1,47.85,32.15,32.15
121,12,12,24,24,0,9,15,70,80,0.45,0.29,0.26,80,0.26,0.103,14584,35,3,4,0,1,8,1,1,8,1,1,8,1,47.85,32.15,32.15
296,15,15,23,14,1,41,0,40,95,0.27,0.4,0.33,40,0.4,0,16550,32,0,4,0,0,3,1,1,9,1,1,2,1,47.35,-7.35,7.35
275,14,17,16,15,8,9,15,70,80,0.45,0.29,0.26,80,0.26,0.493,16581,29,-3,4,1,0,9,1,1,9,1,2,8,1,47.85,32.15,32.15
239,14,12,28,14,3,41,0,40,95,0.27,0.4,0.33,40,0.4,0.109,34598,29,-3,4,0,0,1,9,9,9,9,5,1,9,47.35,-7.35,7.35
204,11,10,9,10,16,14,30,50,95,0.33,0.29,0.38,50,0.29,0.761,20713,7,3,0,0,1,7,1,1,7,1,1,7,1,60.5,-10.5,10.5
58,14,9,13,19,2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.074,19918,32,0,4,1,0,9,1,1,7,1,1,9,1,60.9,29.1,29.1
206,10,14,18,18,12,47,55,70,85,0.28,0.51,0.21,70,0.51,0.546,12492,35,3,4,0,0,8,1,1,5,1,1,1,1,68.95,1.05,1.05
237,19,20,21,21,12,9,15,70,80,0.45,0.29,0.26,80,0.26,0.327,12497,35,3,4,0,0,9,1,1,9,1,1,7,1,47.85,32.15,32.15
175,10,7,16,19,0,47,55,70,85,0.28,0.51,0.21,70,0.51,0.053,49901,29,-3,4,0,1,1,3,4,2,7,1,1,7,68.95,1.05,1.05
181,12,13,16,23,17,47,55,70,85,0.28,0.51,0.21,70,0.51,0.795,9363,7,3,0,1,0,9,1,1,1,1,1,3,1,68.95,1.05,1.05
150,17,16,23,8,4,32,45,60,90,0.52,0.29,0.19,60,0.29,0.481,23499,32,0,4,0,0,5,1,1,8,1,1,5,2,57.9,2.1,2.1
354,16,16,23,14,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.5,30418,32,0,4,1,0,2,8,7,8,7,4,7,9,26.4,-26.4,26.4
108,10,16,20,21,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.555,14014,35,3,4,0,0,9,2,2,7,2,2,2,3,68.95,1.05,1.05
311,12,16,20,13,10,32,45,60,90,0.52,0.29,0.19,60,0.29,0.846,14625,32,0,4,0,0,1,1,3,9,6,6,1,8,57.9,2.1,2.1
80,14,18,27,9,4,41,0,40,95,0.27,0.4,0.33,40,0.4,0.172,15062,35,3,4,0,0,9,1,1,9,1,1,9,1,47.35,-7.35,7.35
433,20,16,28,18,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.708,20150,4,0,0,1,0,7,3,2,7,2,2,6,5,60.9,29.1,29.1
283,14,13,22,12,12,32,45,60,90,0.52,0.29,0.19,60,0.29,0.567,18106,1,-3,0,1,0,6,4,3,5,2,2,3,2,57.9,2.1,2.1
77,17,13,24,15,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.844,12696,29,-3,4,0,1,1,1,4,1,1,1,1,1,60.5,-10.5,10.5
292,16,15,25,16,12,16,25,60,100,0.45,0.37,0.18,25,0.45,0.826,51496,32,0,4,1,0,4,6,5,4,6,4,3,8,51.45,-26.45,26.45
440,20,19,25,13,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.591,16711,35,3,4,0,0,9,1,1,9,1,1,7,1,57.9,2.1,2.1
27,13,11,20,21,5,9,15,70,80,0.45,0.29,0.26,80,0.26,0.208,11801,35,3,4,0,0,9,1,1,7,1,1,9,1,47.85,32.15,32.15
430,19,19,25,13,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.883,10899,7,3,0,0,0,8,1,1,7,1,1,7,1,68.95,1.05,1.05
261,15,6,20,13,5,47,55,70,85,0.28,0.51,0.21,70,0.51,0.272,81993,32,0,4,0,1,4,1,1,5,1,1,2,1,68.95,1.05,1.05
344,7,11,9,17,18,32,45,60,90,0.52,0.29,0.19,60,0.29,0.206,31610,4,0,0,0,0,1,1,1,1,1,1,7,2,57.9,2.1,2.1
281,20,20,26,13,4,47,55,70,85,0.28,0.51,0.21,70,0.51,0.727,27795,4,0,0,0,1,3,3,1,1,1,1,2,5,68.95,1.05,1.05
346,13,11,20,15,12,41,0,40,95,0.27,0.4,0.33,40,0.4,0.362,23037,7,3,0,0,0,6,3,2,5,1,1,4,6,47.35,-7.35,7.35
146,14,16,24,15,14,32,45,60,90,0.52,0.29,0.19,60,0.29,0.297,19514,29,-3,4,0,0,1,5,8,6,8,1,1,9,57.9,2.1,2.1
408,11,11,13,24,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.571,17770,32,0,4,1,0,3,2,1,5,2,1,2,7,51.45,-26.45,26.45
380,14,17,26,14,10,49,50,75,90,0.3,0.52,0.18,50,0.3,0.075,19993,32,0,4,0,0,7,1,1,9,1,1,7,1,70.2,-20.2,20.2
65,15,16,20,9,3,9,15,70,80,0.45,0.29,0.26,80,0.26,0.315,9032,32,0,4,0,1,5,3,2,8,2,2,6,3,47.85,32.15,32.15
294,13,13,23,18,7,24,20,60,90,0.33,0.2,0.47,90,0.47,0.394,16924,35,3,4,1,0,8,1,1,5,1,1,6,1,60.9,29.1,29.1
382,12,16,23,12,4,1,0,30,60,0.38,0.36,0.26,0,0.38,0.96,17003,32,0,4,0,1,8,2,2,9,1,1,6,1,26.4,-26.4,26.4
434,10,20,20,10,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.223,37498,32,0,4,0,1,1,7,8,7,8,1,2,8,60.5,-10.5,10.5
67,11,13,18,12,6,41,0,40,95,0.27,0.4,0.33,40,0.4,0.292,10569,1,-3,0,0,0,3,2,1,1,1,1,1,1,47.35,-7.35,7.35
11,12,10,8,24,15,16,25,60,100,0.45,0.37,0.18,25,0.45,0.782,33622,35,3,4,0,1,9,1,1,7,1,1,9,1,51.45,-26.45,26.45
148,14,14,20,15,5,1,0,30,60,0.38,0.36,0.26,0,0.38,0.422,14273,32,0,4,0,1,4,1,1,7,1,1,1,1,26.4,-26.4,26.4
208,17,20,23,7,14,24,20,60,90,0.33,0.2,0.47,90,0.47,0.039,19771,4,0,0,1,0,8,1,1,1,1,1,7,1,60.9,29.1,29.1
205,11,10,24,24,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.484,25002,32,0,4,0,0,5,2,2,9,1,1,1,3,51.45,-26.45,26.45
185,10,10,28,4,1,49,50,75,90,0.3,0.52,0.18,50,0.3,0.2,11108,35,3,4,0,1,9,1,1,2,1,1,5,1,70.2,-20.2,20.2
168,13,14,24,9,3,47,55,70,85,0.28,0.51,0.21,70,0.51,0.929,18802,7,3,0,0,1,9,1,1,9,1,5,9,1,68.95,1.05,1.05
219,15,20,24,8,3,49,50,75,90,0.3,0.52,0.18,50,0.3,0.479,24702,29,-3,4,0,1,1,2,8,5,8,1,1,6,70.2,-20.2,20.2
159,19,20,28,11,0,47,55,70,85,0.28,0.51,0.21,70,0.51,0.818,19287,32,0,4,0,0,9,1,1,9,1,1,6,1,68.95,1.05,1.05
337,19,15,22,17,10,1,0,30,60,0.38,0.36,0.26,0,0.38,0.809,13760,32,0,4,1,0,1,1,9,1,8,1,1,9,26.4,-26.4,26.4
403,16,17,24,22,11,47,55,70,85,0.28,0.51,0.21,70,0.51,0.25,23202,35,3,4,0,0,8,1,1,3,1,1,8,2,68.95,1.05,1.05
110,16,19,19,13,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.83,27632,7,3,0,1,0,6,2,1,5,1,1,6,6,70.2,-20.2,20.2
303,20,19,27,6,10,16,25,60,100,0.45,0.37,0.18,25,0.45,0.379,18798,7,3,0,0,0,7,1,1,7,1,1,7,1,51.45,-26.45,26.45
216,14,13,20,20,3,32,45,60,90,0.52,0.29,0.19,60,0.29,0.37,29449,1,-3,0,0,1,4,2,1,1,2,1,6,2,57.9,2.1,2.1
104,14,12,17,14,12,24,20,60,90,0.33,0.2,0.47,90,0.47,0.016,24698,35,3,4,1,0,9,1,2,7,1,1,1,2,60.9,29.1,29.1
252,15,19,21,19,9,24,20,60,90,0.33,0.2,0.47,90,0.47,0.987,12127,7,3,0,0,0,8,1,1,7,1,1,9,1,60.9,29.1,29.1
83,13,14,22,11,9,24,20,60,90,0.33,0.2,0.47,90,0.47,0.483,26686,1,-3,0,1,0,8,1,1,3,1,2,7,1,60.9,29.1,29.1
123,15,14,17,18,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.244,20113,7,3,0,1,0,4,6,5,5,5,5,5,5,70.2,-20.2,20.2
465,17,18,28,10,14,16,25,60,100,0.45,0.37,0.18,25,0.45,0.532,24983,1,-3,0,0,1,2,1,8,1,1,1,1,4,51.45,-26.45,26.45
302,19,12,22,26,7,16,25,60,100,0.45,0.37,0.18,25,0.45,0.159,18435,32,0,4,1,0,3,1,1,5,1,1,2,3,51.45,-26.45,26.45
274,12,10,21,21,13,9,15,70,80,0.45,0.29,0.26,80,0.26,0.454,13697,35,3,4,0,0,9,1,1,9,1,1,5,1,47.85,32.15,32.15
234,15,16,22,9,11,14,30,50,95,0.33,0.29,0.38,50,0.29,0.618,13163,1,-3,0,0,1,5,1,1,1,1,1,9,3,60.5,-10.5,10.5
79,12,17,18,6,0,41,0,40,95,0.27,0.4,0.33,40,0.4,0.678,31822,7,3,0,1,0,4,2,2,2,2,2,2,7,47.35,-7.35,7.35
386,13,14,25,23,8,41,0,40,95,0.27,0.4,0.33,40,0.4,0.243,67884,1,-3,0,0,0,4,7,4,4,2,1,5,4,47.35,-7.35,7.35
171,13,12,17,18,5,1,0,30,60,0.38,0.36,0.26,0,0.38,0.067,14526,29,-3,4,1,0,1,5,3,3,3,4,3,4,26.4,-26.4,26.4
391,14,14,18,18,7,14,30,50,95,0.33,0.29,0.38,50,0.29,0.529,10218,4,0,0,0,1,2,2,2,2,3,2,2,3,60.5,-10.5,10.5
271,14,13,23,15,4,9,15,70,80,0.45,0.29,0.26,80,0.26,0.712,17823,35,3,4,1,0,8,1,1,7,1,1,8,1,47.85,32.15,32.15
82,16,15,16,12,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.417,14061,29,-3,4,0,0,2,5,2,2,4,1,3,6,51.45,-26.45,26.45
400,18,15,15,12,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.751,19048,35,3,4,1,0,8,1,1,6,1,1,9,1,47.85,32.15,32.15
358,13,16,20,14,8,9,15,70,80,0.45,0.29,0.26,80,0.26,0.011,42623,32,0,4,0,1,5,3,5,5,7,2,6,6,47.85,32.15,32.15
246,12,9,12,17,6,14,30,50,95,0.33,0.29,0.38,50,0.29,0.064,20155,35,3,4,1,0,5,1,1,4,1,1,6,2,60.5,-10.5,10.5
327,12,15,21,24,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.856,20607,29,-3,4,0,1,1,1,8,8,9,2,1,8,57.9,2.1,2.1
10,20,19,24,8,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.086,18788,29,-3,4,0,0,1,1,9,9,9,1,1,6,26.4,-26.4,26.4
338,16,20,21,15,8,49,50,75,90,0.3,0.52,0.18,50,0.3,0.235,32320,1,-3,0,0,1,1,7,5,3,5,1,3,7,70.2,-20.2,20.2
461,17,11,15,19,3,9,15,70,80,0.45,0.29,0.26,80,0.26,0.082,28555,29,-3,4,0,0,4,3,4,1,5,2,1,4,47.85,32.15,32.15
309,14,20,25,9,3,41,0,40,95,0.27,0.4,0.33,40,0.4,0.993,18482,4,0,0,0,1,5,5,5,5,5,1,7,5,47.35,-7.35,7.35
180,9,9,16,15,12,32,45,60,90,0.52,0.29,0.19,60,0.29,0.973,18577,35,3,4,1,0,6,1,1,5,1,1,4,3,57.9,2.1,2.1
397,17,17,25,24,13,9,15,70,80,0.45,0.29,0.26,80,0.26,0.029,8692,1,-3,0,1,0,9,1,1,9,1,1,8,1,47.85,32.15,32.15
124,18,20,22,14,3,14,30,50,95,0.33,0.29,0.38,50,0.29,0.365,27888,35,3,4,1,0,6,1,5,6,1,1,5,5,60.5,-10.5,10.5
215,15,16,19,18,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.811,24868,35,3,4,1,0,7,1,1,4,1,1,7,3,57.9,2.1,2.1
395,13,16,22,15,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.476,29944,32,0,4,0,0,2,6,5,8,4,1,1,7,26.4,-26.4,26.4
336,12,13,17,16,10,47,55,70,85,0.28,0.51,0.21,70,0.51,0.366,12247,1,-3,0,0,1,5,5,5,5,5,5,5,5,68.95,1.05,1.05
282,7,16,12,12,13,16,25,60,100,0.45,0.37,0.18,25,0.45,0.127,30755,4,0,0,0,1,4,1,1,1,1,1,9,3,51.45,-26.45,26.45
416,14,15,23,13,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.732,26902,35,3,4,1,0,1,3,1,1,1,1,2,7,51.45,-26.45,26.45
254,15,13,27,9,7,1,0,30,60,0.38,0.36,0.26,0,0.38,0.938,15341,32,0,4,1,0,1,6,5,5,5,1,1,9,26.4,-26.4,26.4
448,13,12,20,17,6,41,0,40,95,0.27,0.4,0.33,40,0.4,0.798,12964,7,3,0,0,0,8,2,2,5,2,2,5,2,47.35,-7.35,7.35
105,19,20,9,19,5,41,0,40,95,0.27,0.4,0.33,40,0.4,0.677,29212,4,0,0,0,0,2,2,1,2,2,1,3,4,47.35,-7.35,7.35
138,17,19,28,9,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.81,15239,29,-3,4,0,1,1,9,9,8,9,9,1,9,51.45,-26.45,26.45
151,13,9,16,17,1,32,45,60,90,0.52,0.29,0.19,60,0.29,0.533,10970,35,3,4,0,0,7,1,1,7,1,1,5,1,57.9,2.1,2.1
213,12,12,18,17,4,9,15,70,80,0.45,0.29,0.26,80,0.26,0.904,11086,1,-3,0,0,1,1,3,2,4,3,2,2,1,47.85,32.15,32.15
51,15,17,26,7,6,41,0,40,95,0.27,0.4,0.33,40,0.4,0.727,21353,32,0,4,0,0,7,1,1,9,1,1,6,1,47.35,-7.35,7.35
57,17,20,27,23,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.356,14065,29,-3,4,1,0,1,8,7,1,8,1,1,9,26.4,-26.4,26.4
407,12,7,22,12,3,16,25,60,100,0.45,0.37,0.18,25,0.45,0.899,20612,29,-3,4,0,0,4,2,6,6,3,1,2,6,51.45,-26.45,26.45
241,15,17,28,19,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.265,19959,35,3,4,0,0,9,1,1,7,1,1,7,1,47.85,32.15,32.15
211,14,18,21,9,12,1,0,30,60,0.38,0.36,0.26,0,0.38,0.365,35929,7,3,0,0,0,4,4,1,4,1,1,7,3,26.4,-26.4,26.4
194,18,17,23,20,12,32,45,60,90,0.52,0.29,0.19,60,0.29,0.736,25564,4,0,0,0,1,4,1,1,3,1,1,4,1,57.9,2.1,2.1
220,13,14,17,19,4,41,0,40,95,0.27,0.4,0.33,40,0.4,0.278,19042,7,3,0,0,1,6,1,1,1,1,1,9,1,47.35,-7.35,7.35
14,17,11,18,17,0,9,15,70,80,0.45,0.29,0.26,80,0.26,0.013,15419,4,0,0,0,0,5,5,5,5,5,5,5,5,47.85,32.15,32.15
268,15,16,21,18,3,47,55,70,85,0.28,0.51,0.21,70,0.51,0.119,30423,13,2,1,0,1,5,2,2,3,2,3,2,3,68.95,1.05,1.05
203,13,16,21,19,7,47,55,70,85,0.28,0.51,0.21,70,0.51,0.205,16275,40,4,8,1,0,6,1,1,4,1,1,6,5,68.95,1.05,1.05
139,19,18,28,9,5,14,30,50,95,0.33,0.29,0.38,50,0.29,0.575,26403,9,-2,1,1,0,1,1,1,1,1,1,1,1,60.5,-10.5,10.5
463,11,8,12,23,15,32,45,60,90,0.52,0.29,0.19,60,0.29,0.547,27832,13,2,1,0,1,6,1,3,2,4,1,3,7,57.9,2.1,2.1
96,10,14,20,14,5,9,15,70,80,0.45,0.29,0.26,80,0.26,0.533,16188,9,-2,1,1,0,6,2,2,6,2,2,6,2,47.85,32.15,32.15
404,20,20,24,13,10,16,25,60,100,0.45,0.37,0.18,25,0.45,0.832,28000,36,4,4,0,0,6,2,4,2,2,1,3,6,51.45,-26.45,26.45
